Issue Type,Patch Info,Key,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,PDFBOX-2979,TexturePaint related bug in convertToImage method when trying to create a thumbnai image from PDF,Unassigned,Hitesh Patel,Major,Closed,Not A Problem,9/21/2015 12:26,9/21/2015 16:21,
Bug,,PDFBOX-2980,PDField.getKids doesn't return PDFields since 1.8.9,Unassigned,Johannes Barre,Major,Closed,Won't Fix,9/21/2015 12:48,3/17/2016 19:14,
Bug,,PDFBOX-2981,Not correct support of incremental save,Andreas Lehmkühler,Evgeniy Muravitskiy,Major,Closed,Duplicate,9/21/2015 15:16,3/5/2017 21:15,
Bug,,PDFBOX-2982,fix ClassCastExceptions in operator methods,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/21/2015 17:39,1/18/2016 12:01,
Bug,,PDFBOX-2983,Corrupted PDF after adding text,Andreas Lehmkühler,Brian Schmoll,Major,Closed,Won't Fix,9/21/2015 21:51,2/19/2016 16:48,
Bug,,PDFBOX-2984,PDFTextStripper adds extra word/line delimiters when PDF page orientation is 180 degrees,Tilman Hausherr,dariusz dusberger,Major,Closed,Fixed,9/22/2015 1:19,3/25/2017 18:12,
Bug,,PDFBOX-2985,Potential NPE in PDMarkedContent#getMCID(),Tilman Hausherr,Petr Slaby,Major,Closed,Fixed,9/22/2015 7:56,1/18/2016 12:01,
Bug,,PDFBOX-2986,Potential resource leak in TTFParser's use of RAFDataStream,Tilman Hausherr,Tim Allison,Minor,Closed,Fixed,9/22/2015 15:39,1/18/2016 12:01,
Bug,,PDFBOX-2987,NPE in PDTrueTypeFont.extractCMaps,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/22/2015 19:13,1/18/2016 12:01,
Bug,,PDFBOX-2988,Infinite recursion in ExtractImages 1.8.11-SNAPSHOT,Tilman Hausherr,Tim Allison,Minor,Closed,Fixed,9/23/2015 11:28,1/18/2016 12:01,
Bug,,PDFBOX-2989,LZW decode filter shouldn't throw IndexOutOfBoundsException,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/24/2015 15:50,1/18/2016 12:01,
Bug,,PDFBOX-2990,PDDocument.load fails to load a PDF document.,Tilman Hausherr,Cristian Mafferra,Major,Closed,Fixed,9/24/2015 20:51,9/15/2016 19:58,
Bug,,PDFBOX-2991,Improper word concatenation when extracting pdf,Unassigned,Ben McCann,Major,Reopened,Unresolved,9/25/2015 2:57,10/20/2015 8:41,
Bug,,PDFBOX-2992,Add .gitignore,Tilman Hausherr,Ben McCann,Major,Closed,Fixed,9/25/2015 22:48,3/17/2016 19:07,
Sub-task,,PDFBOX-2993,PDFBOX-2423 Create a PDTransparencyGroup for added code clarity,Unassigned,Ben McCann,Major,Closed,Fixed,9/26/2015 1:41,3/17/2016 19:07,
Sub-task,,PDFBOX-2994,PDFBOX-2423 Rename PDGroup to PDTransparencyGroupAttributes,Unassigned,Ben McCann,Major,Closed,Fixed,9/26/2015 1:57,3/17/2016 19:06,
Bug,,PDFBOX-2995,PDAcroForm getDefaultAppearance throws NPE if DA is not defined,Maruan Sahyoun,Andrea Vacondio,Minor,Closed,Fixed,9/26/2015 9:35,3/17/2016 19:07,
Bug,,PDFBOX-2996,StackOverflow in Quicksort,Unassigned,Manuel Aristaran,Major,Closed,Fixed,9/26/2015 22:21,1/18/2016 12:01,
Improvement,,PDFBOX-2997,Make FontMapper into a singleton interface,John Hewson,John Hewson,Major,Closed,Fixed,9/28/2015 3:42,3/17/2016 19:07,
Improvement,,PDFBOX-2998,Enhance the text extraction capabilities,Unassigned,Andreas Meier,Major,Reopened,Unresolved,9/28/2015 13:20,12/29/2016 8:48,
Improvement,,PDFBOX-2999,Optimize COSStream scratch file usage,Timo Boehme,Timo Boehme,Major,Open,Unresolved,9/28/2015 21:48,9/29/2015 8:27,
Bug,,PDFBOX-3000,Transparency Group issues,Unassigned,John Hewson,Major,Open,Unresolved,9/28/2015 22:59,3/25/2017 18:09,
Bug,,PDFBOX-3001,FileSystemFontProvider cache instability,John Hewson,John Hewson,Blocker,Closed,Fixed,9/29/2015 0:41,3/17/2016 19:07,
Bug,,PDFBOX-3002,PDF files not closed after load fails,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,9/29/2015 17:13,1/18/2016 12:01,
