Issue Type,Patch Info,Key,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,PDFBOX-3308,Missing endOfName chars,Tilman Hausherr,Andrea Vacondio,Major,Closed,Fixed,4/5/2016 14:56,3/25/2017 18:12,
Bug,,PDFBOX-3309,PDFBox 2.0.0 not printing pdf with different font,Unassigned,Gayan Wijenayaka,Major,Closed,Cannot Reproduce,4/6/2016 9:06,4/27/2016 17:59,
Wish,,PDFBOX-3310,Unable re-write PDDocument.addSignature(),Andreas Lehmkühler,Cyril Bremaud,Minor,Closed,Not A Problem,4/7/2016 12:58,4/11/2016 10:38,
Wish,,PDFBOX-3311,Make SecurityHandlerFactory uses a genenic provider,Andreas Lehmkühler,Cyril Bremaud,Major,Closed,Duplicate,4/8/2016 8:19,4/11/2016 11:45,
Bug,,PDFBOX-3312,NPE in saveIncremental() / fix javadoc,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,4/9/2016 15:32,3/25/2017 18:13,
Bug,,PDFBOX-3313,Java 9 InaccessibleObjectException,Tilman Hausherr,simon steiner,Major,Closed,Fixed,4/12/2016 13:06,5/15/2017 20:28,
Bug,,PDFBOX-3314,NullPointerException in PDCIDFontType0 when setting value to PDTextField,Unassigned,Yusuke Yamamoto,Major,Open,Unresolved,4/12/2016 13:23,3/25/2017 18:13,
Bug,,PDFBOX-3315,Dates falsely detected as different by preflight,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,4/12/2016 20:47,3/25/2017 18:12,
Improvement,,PDFBOX-3316,Add comment to PDF,Tilman Hausherr,Jerrol Etheredge,Minor,Closed,Fixed,4/15/2016 7:56,5/10/2017 13:09,
Bug,,PDFBOX-3317,Merged PDF/A files no longer valid PDF/A,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,4/16/2016 20:41,3/25/2017 18:12,
Bug,,PDFBOX-3318,IllegalArgumentException in PDPageTree constructor: root cannot be null,Andreas Lehmkühler,Arul Dhesiaseelan,Major,Closed,Fixed,4/18/2016 3:44,5/23/2017 19:54,
Bug,,PDFBOX-3319,Chinese character overlap other chinese character,Tilman Hausherr,huazhong,Major,Closed,Fixed,4/18/2016 5:40,3/25/2017 18:13,
Bug,,PDFBOX-3320,Statically cached COS objects are mutable,Andreas Lehmkühler,Petras,Major,Closed,Duplicate,4/18/2016 17:19,4/18/2016 17:48,
Bug,,PDFBOX-3321,ASCII stream data size is increased when written,Tilman Hausherr,Petras,Critical,Closed,Fixed,4/19/2016 8:05,4/25/2016 17:24,
Improvement,,PDFBOX-3322,"Warning ""You did not close a PDF Document"" when visual signature is added",Tilman Hausherr,Petras,Major,Open,Unresolved,4/19/2016 9:07,5/15/2017 8:54,
Improvement,,PDFBOX-3323,Cannot set destination meta data in PDFMergerUtility,Tilman Hausherr,Alexander Kriegisch,Major,Closed,Fixed,4/19/2016 13:35,3/25/2017 18:12,
Improvement,,PDFBOX-3324,Complete PDActionSound,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,4/21/2016 5:09,3/25/2017 18:13,
Bug,,PDFBOX-3325,"Whitespace gets ""wider"" in PDTextField when setting value",Unassigned,Pasi-Markus Mäkelä,Major,Closed,Cannot Reproduce,4/21/2016 10:04,11/1/2016 17:40,
Bug,,PDFBOX-3326,Issue in RenderingMode.isStroke method,Tilman Hausherr,Timur Kamalov,Major,Closed,Fixed,4/25/2016 7:42,3/25/2017 18:13,
Bug,,PDFBOX-3327,IndexOutOfBoundsException when retrieving kerning information,Tilman Hausherr,Tim Koopman,Minor,Closed,Fixed,4/25/2016 18:00,3/25/2017 18:12,
Bug,,PDFBOX-3328,"""COSStream has been closed and cannot be read"" despite using importPage",Unassigned,Tilman Hausherr,Major,Closed,Duplicate,4/26/2016 17:39,3/25/2017 18:13,
Improvement,,PDFBOX-3329,Create PDFMergerUtility example with improved metadata handling,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,4/26/2016 18:30,3/25/2017 18:13,
Task,,PDFBOX-3330,Enhance and update PDFBox website & documentation,Unassigned,Maruan Sahyoun,Major,Open,Unresolved,4/27/2016 14:00,6/15/2017 15:29,
Bug,,PDFBOX-3331,pdfbox trying to access windows folder,Unassigned,Mayank Agarwal,Major,Closed,Not A Problem,4/28/2016 2:39,4/29/2016 17:42,
Bug,,PDFBOX-3332,Apache PDFBox Form Fill TrueType text spacing issue,Andreas Lehmkühler,Richard Brown,Critical,Closed,Fixed,4/28/2016 23:44,3/25/2017 18:13,
Bug,,PDFBOX-3333,Wrong appearance generation for rotated AcroForms fields,Maruan Sahyoun,Richard Brown,Critical,Closed,Fixed,4/30/2016 20:35,3/25/2017 18:13,
Bug,,PDFBOX-3334,TrueType fonts memory leak,Unassigned,Juraj Lonc,Major,Open,Unresolved,5/2/2016 7:14,6/25/2016 16:28,
Bug,,PDFBOX-3335,Issue while Merging PDF with Hidden Layers,Tilman Hausherr,Kinnary Koshiya,Major,Closed,Fixed,5/2/2016 18:52,3/25/2017 18:12,
Bug,,PDFBOX-3336,several errors in the incremental save,Tilman Hausherr,Marco Monacelli,Blocker,Closed,Fixed,5/3/2016 16:51,3/25/2017 18:13,
Bug,,PDFBOX-3337,Regression: NullPointerException in subsetting,John Hewson,Philip Helger,Major,Closed,Fixed,5/3/2016 18:06,6/11/2017 13:38,
Bug,,PDFBOX-3338,CCITT Fax decoder fails,Tilman Hausherr,Petr Slaby,Major,Closed,Fixed,5/4/2016 13:07,3/25/2017 18:12,
Bug,,PDFBOX-3339,PDFDebugger shows wrong hex view for image,Unassigned,Tilman Hausherr,Major,Open,Unresolved,5/5/2016 11:44,3/25/2017 18:13,
Bug,,PDFBOX-3340,Image decoded twice without a real need,Unassigned,Petr Slaby,Minor,Open,Unresolved,5/5/2016 20:45,5/11/2016 19:54,
Bug,,PDFBOX-3341,currentAccessPermission.setReadOnly() not set in StandardSecurityHandler,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,5/5/2016 21:42,3/25/2017 18:12,
Improvement,,PDFBOX-3342,Add example to jump to a local page to AddAnnotations,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,5/7/2016 12:08,3/25/2017 18:13,
Bug,,PDFBOX-3343,PDOutlineItem getNextSibling() is recursive,Unassigned,Yan,Minor,Closed,Not A Problem,5/8/2016 21:35,5/9/2016 19:30,
Bug,,PDFBOX-3344,Caused by: java.lang.ClassCastException: org.apache.fontbox.ttf.OpenTypeFont can not be cast to org.apache.fontbox.cff.CFFFont,John Hewson,373 mch,Major,Closed,Fixed,5/9/2016 9:38,3/25/2017 18:12,
Wish,,PDFBOX-3345,Treat GraphicsDevice.TYPE_IMAGE_BUFFER as a printer,Unassigned,Eldar Gabdullin,Minor,Open,Unresolved,5/9/2016 17:05,5/9/2016 20:30,
Bug,,PDFBOX-3346,Create example with empty signature,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,5/10/2016 12:59,3/25/2017 18:13,
Bug,,PDFBOX-3347,COSName parsing doesn't handle ISO-8859-1 encoded bytes,John Hewson,Maruan Sahyoun,Minor,Closed,Fixed,5/10/2016 13:02,5/15/2017 20:28,
Bug,,PDFBOX-3348,NPE in Type1Parser.parseBinary,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,5/11/2016 18:33,3/25/2017 18:12,
Bug,,PDFBOX-3349,PDPageTree.get Index Out of Bounds Exception,Unassigned,George Sexton,Minor,Closed,Not A Problem,5/16/2016 15:51,5/16/2016 19:51,
Task,,PDFBOX-3350,Switch to kramdown for jekyll 3.x,Maruan Sahyoun,Maruan Sahyoun,Minor,Closed,Fixed,5/16/2016 17:14,1/31/2017 10:59,
Bug,,PDFBOX-3351,NPE when drawing annotation with empty border color array,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,5/17/2016 9:03,3/25/2017 18:13,
Improvement,,PDFBOX-3352,Calendar values are parsed with unknown timezones,Tilman Hausherr,Robert Šiška,Major,Closed,Fixed,5/17/2016 13:12,3/25/2017 18:13,
Task,,PDFBOX-3353,Create appearance streams for annotations,Unassigned,Tilman Hausherr,Major,Open,Unresolved,5/17/2016 14:06,4/20/2017 16:23,
Bug,,PDFBOX-3354,PDCIDFont.getAverageFontWidth always returns 0,Tilman Hausherr,Gabriel Carabas,Minor,Closed,Fixed,5/19/2016 8:45,3/25/2017 18:12,
Bug,,PDFBOX-3355,PDPageLabels.getLabelsByPageIndices() returns Uppercase letters for style a,Tilman Hausherr,Carlos Cabral,Trivial,Closed,Fixed,5/20/2016 0:51,3/25/2017 18:13,
Improvement,,PDFBOX-3356,Create a field appearance for a new value if NeedApperances is true,Maruan Sahyoun,Maruan Sahyoun,Minor,Resolved,Fixed,5/20/2016 8:42,3/25/2017 18:12,
Improvement,,PDFBOX-3357,Add support for the upcoming PDF 2 specification,Unassigned,Maruan Sahyoun,Minor,Open,Unresolved,5/20/2016 10:08,5/20/2016 10:15,
Bug,,PDFBOX-3358,Incorrect PDFOverlay positioning,Unassigned,Stephen Eisenhauer,Major,Open,Unresolved,5/21/2016 1:08,5/21/2016 1:08,
Bug,,PDFBOX-3359,Drawing to Graphics2D / ScratchFileBuffer not closed,Unassigned,Ivan Ridao Freitas,Major,Open,Unresolved,5/21/2016 16:12,3/25/2017 18:09,
Bug,,PDFBOX-3360,java.lang.IllegalArgumentException: dash lengths all zero,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,5/23/2016 18:27,3/25/2017 18:12,
Bug,,PDFBOX-3361,Can't sign PDF document with forms or annotations,Tilman Hausherr,Cyril Bremaud,Blocker,Closed,Duplicate,5/24/2016 14:44,5/25/2016 15:44,
Bug,,PDFBOX-3362,PageLayout.TwoColumnRight was Illegal,Tilman Hausherr,kohdai,Major,Closed,Fixed,5/25/2016 11:18,3/25/2017 18:12,
Bug,,PDFBOX-3363,Leftover file in temp directory when signing,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,5/25/2016 17:21,3/25/2017 18:12,
Improvement,,PDFBOX-3364,PDModel.getSignatureFields() only returns top level signature fields,Maruan Sahyoun,Maruan Sahyoun,Minor,Closed,Fixed,5/26/2016 15:25,3/25/2017 18:12,
Improvement,,PDFBOX-3365,Remove superflous 'throws IOException' declarations,Unassigned,Maruan Sahyoun,Major,Open,Unresolved,5/26/2016 15:54,5/30/2016 16:48,
Improvement,,PDFBOX-3366,Align PDAnnotationXXX classes with the PDF spec terms,Unassigned,Maruan Sahyoun,Major,Open,Unresolved,5/26/2016 19:50,5/26/2016 20:16,
Bug,,PDFBOX-3367,PDFToImage class not in javadocs,Maruan Sahyoun,simon steiner,Major,Closed,Fixed,5/27/2016 15:02,6/9/2016 17:44,
Bug,,PDFBOX-3368,"ContainsKey don't work for the Map<String, Object> returned by PDStructureTreeRoot.getRoleMap",Andreas Lehmkühler,Carlos Cabral,Trivial,Closed,Fixed,5/30/2016 7:30,3/25/2017 18:13,
Bug,,PDFBOX-3369,Error expected floating point number actual='0.00-35095424',Tilman Hausherr,Ilia Karabanov,Major,Closed,Fixed,5/31/2016 5:57,3/25/2017 18:12,
Bug,,PDFBOX-3370,Error reading the double L,Tilman Hausherr,José Jiménez,Critical,Closed,Not A Problem,6/1/2016 21:53,6/2/2016 17:00,
Wish,,PDFBOX-3371,Offer new method in splitter class with small memory footprint,Unassigned,Tilman Hausherr,Major,Open,Unresolved,6/2/2016 16:36,6/2/2016 16:36,
Bug,,PDFBOX-3372,PDDocument.importPage disregards inherited attributes,Unassigned,Tilman Hausherr,Major,Open,Unresolved,6/4/2016 13:41,6/4/2016 13:41,
Bug,,PDFBOX-3373,Create example with empty signature incomplete,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,6/8/2016 16:55,3/25/2017 18:13,
Bug,,PDFBOX-3374,Multithreading can cause exceptions.,Unassigned,Stefan Feenstra,Major,Closed,Duplicate,6/9/2016 13:56,6/14/2016 21:18,
Bug,,PDFBOX-3375,Use a static lock for a singleton,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,6/9/2016 18:24,3/25/2017 18:12,
Bug,,PDFBOX-3376,Memory leak in PDDcoument.close method,Unassigned,Yan,Major,Closed,Not A Problem,6/9/2016 22:26,6/13/2016 6:01,
Bug,,PDFBOX-3377,font caching never stops in AIX,Unassigned,Donghe Youn,Major,Reopened,Unresolved,6/10/2016 6:10,7/9/2016 5:21,
New Feature,,PDFBOX-3378,Text to PDF conversion for multiple language support,Unassigned,Aditya Sanjay Badve,Major,Closed,Not A Problem,6/10/2016 6:42,6/19/2016 14:01,
Bug,,PDFBOX-3379,PDType0Font Subsetting Monospace DejaVuSansMono,Tilman Hausherr,Christian Maierhofer,Major,Closed,Fixed,6/10/2016 8:33,3/25/2017 18:13,
Improvement,,PDFBOX-3380,Small change to PDFSplit loop reduces memory consuption,Unassigned,Justin Lee,Minor,Closed,Won't Fix,6/11/2016 18:01,6/19/2016 12:05,
Bug,,PDFBOX-3381,PDF rendering regression,Tilman Hausherr,Christopher Clark,Major,Closed,Fixed,6/12/2016 1:53,9/17/2016 9:45,
Improvement,,PDFBOX-3382,pdf creation very slow,Tilman Hausherr,kazu,Minor,Closed,Fixed,6/15/2016 13:10,3/25/2017 18:12,
Improvement,,PDFBOX-3383,Refactor to allow tsa timestamping for visible signatures,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,6/15/2016 20:32,3/25/2017 18:13,
Bug,,PDFBOX-3384,PdfBox-Problem loading ttf file from InputStream.,Unassigned,Fabio,Major,Closed,Not A Problem,6/15/2016 21:49,6/16/2016 13:46,
Bug,,PDFBOX-3385,ArtBox is off center,Unassigned,Daniel Wilson,Major,Closed,Not A Problem,6/16/2016 2:10,6/16/2016 13:46,
Bug,,PDFBOX-3386,Downgrade maven-bundle-plugin to ensure jdk6 compatibility,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,6/19/2016 13:07,3/25/2017 18:13,
Improvement,,PDFBOX-3387,AcroFrom fields (values) invisible when printing,Maruan Sahyoun,kazu,Major,Closed,Fixed,6/20/2016 10:14,3/25/2017 18:12,
Bug,,PDFBOX-3388,PDFTextStripper - ScratchFileBuffer not closed!,Unassigned,Roman Pichlik,Major,Open,Unresolved,6/20/2016 15:34,12/2/2016 9:12,
Improvement,,PDFBOX-3389,"Enhance, add and update PDFBox examples",Unassigned,Maruan Sahyoun,Major,Open,Unresolved,6/20/2016 16:20,6/20/2016 16:25,
New Feature,,PDFBOX-3390,Code sample for create a PDF PADES-LTV,Unassigned,Leuqarut,Minor,Open,Unresolved,6/21/2016 7:26,6/22/2016 21:34,
Improvement,,PDFBOX-3391,PDButton.getOnValues seems to be using the wrong source for getting the allowed values,Maruan Sahyoun,Scott Coldwell,Major,Closed,Fixed,6/21/2016 7:29,3/25/2017 18:13,
Improvement,,PDFBOX-3393,Javascript actions on form fields cause data to become hidden,Maruan Sahyoun,Scott Coldwell,Major,Open,Unresolved,6/22/2016 18:54,3/25/2017 18:09,
Bug,,PDFBOX-3394,OutOFMemoryError(Heap Space),Unassigned,Ankit Agarwal,Blocker,Closed,Not A Problem,6/23/2016 5:41,6/23/2016 9:08,
Bug,,PDFBOX-3395,Throwing exception when PDF has unused empty fonts embedded.,Tilman Hausherr,Daniel Persson,Major,Closed,Fixed,6/23/2016 12:23,3/25/2017 18:12,
Bug,,PDFBOX-3396,flattening AcroForm with visible sign field ETSI.CAdES.detached,Maruan Sahyoun,Fabio,Critical,Closed,Fixed,6/23/2016 14:05,3/25/2017 18:12,
Improvement,,PDFBOX-3397,PDFDebugger shows XML Metadata in ISO-8859-1,Maruan Sahyoun,Maruan Sahyoun,Minor,Closed,Fixed,6/23/2016 14:19,3/25/2017 18:12,
New Feature,,PDFBOX-3398,Text (XML) output of pdf structure,Unassigned,Stefan Hegny,Minor,Closed,Won't Fix,6/24/2016 9:23,6/27/2016 16:01,
Bug,,PDFBOX-3399,Print error on 2.0.2 not 1.8.12,Unassigned,Larrosa Cédric,Major,Closed,Cannot Reproduce,6/24/2016 10:04,6/29/2016 17:43,
Bug,,PDFBOX-3400,Gradient/Shading color alpha stepping do not work correctly,Unassigned,Jedrzej Majko,Major,Closed,Duplicate,6/24/2016 21:27,12/13/2016 0:36,
Bug,,PDFBOX-3401,PDObjectReference getReferencedObject() returns null is referenced obj is not a COSStream,Unassigned,Mark Melling,Major,Open,Unresolved,6/27/2016 12:31,3/25/2017 18:12,
Bug,,PDFBOX-3402,BadPaddingException while decrypting file,Unassigned,Arjun Kaushal,Major,Closed,Not A Problem,6/27/2016 13:10,7/5/2016 19:12,
Bug,,PDFBOX-3403,IllegalArgumentException: Symbolic fonts must have a built-in encoding,John Hewson,Tilman Hausherr,Major,Closed,Fixed,6/28/2016 6:12,3/25/2017 18:12,
Bug,,PDFBOX-3404,Threads using PDFBox getting stuck when using standard 14 fonts,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,6/28/2016 15:36,3/25/2017 18:12,
Improvement,,PDFBOX-3405,Display font size,Tilman Hausherr,Christopher Clark,Major,Closed,Fixed,6/28/2016 23:19,3/25/2017 18:12,
Bug,,PDFBOX-3406,"Problems setting ""on values"" for PDCheckBox",Unassigned,Mark Melling,Major,Open,Unresolved,6/30/2016 7:56,3/25/2017 18:13,
Bug,,PDFBOX-3407,PdfRenderer throw OutOfMemory for some PDF file,Unassigned,Kevin Senechal,Major,Closed,Won't Fix,6/30/2016 13:18,7/9/2016 15:34,
Bug,,PDFBOX-3408,Correct validation of Widget Annotations for PDF/A-1,Tilman Hausherr,Maruan Sahyoun,Minor,Closed,Fixed,7/1/2016 15:28,3/25/2017 18:13,
Bug,,PDFBOX-3409,TextToPDF drops leading spaces,Tilman Hausherr,Marc Stuart,Major,Closed,Fixed,7/1/2016 21:45,5/23/2017 14:33,
New Feature,,PDFBOX-3410,TextToPDF needs orientation control,Tilman Hausherr,Marc Stuart,Major,Closed,Fixed,7/1/2016 22:09,3/25/2017 18:12,
Bug,,PDFBOX-3411,Incorrect embedding of non-subset fonts.,Tilman Hausherr,Dan Fickling,Major,Closed,Fixed,7/2/2016 14:16,3/25/2017 18:12,
Bug,,PDFBOX-3412,Using fallback font 'TimesNewRomanPSMT' for 'Wingdings',Andreas Lehmkühler,Tilman Hausherr,Major,Closed,Fixed,7/6/2016 18:18,3/25/2017 18:13,
Improvement,,PDFBOX-3413,Provide a mechanism to get the text overflowing an interactive form fields area,Unassigned,Maruan Sahyoun,Minor,Open,Unresolved,7/8/2016 9:02,3/25/2017 18:13,
Improvement,,PDFBOX-3414,Add orientation parameter to PrintPDF command line tool,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,7/8/2016 20:22,3/25/2017 18:12,
Bug,,PDFBOX-3415,Could not read embedded TTF font from PDF generated from LibreOffice,Unassigned,Kabeer Vohra,Major,Closed,Not A Problem,7/11/2016 13:37,7/13/2016 12:30,
Improvement,,PDFBOX-3416,CreateVisibleSignature example does not use the correct alias,Tilman Hausherr,Vittal Aithal,Major,Closed,Fixed,7/11/2016 17:08,3/25/2017 18:12,
Bug,,PDFBOX-3417,Redundant/incorrect code in PDVisibleSignDesigner.java,Tilman Hausherr,Vittal Aithal,Trivial,Closed,Fixed,7/12/2016 10:57,3/25/2017 18:13,
Improvement,,PDFBOX-3418,Slow string to hex conversion in ToUnicodeWriter,Tilman Hausherr,Michael Doswald,Trivial,Closed,Fixed,7/12/2016 15:43,3/25/2017 18:13,
Bug,,PDFBOX-3419,DublinCoreSchema.getDates always returns empty list,Tilman Hausherr,Svetlozar Argirov,Major,Closed,Fixed,7/12/2016 20:54,3/25/2017 18:13,
Bug,,PDFBOX-3420,Can't sign pdf with a particular attachment,Tilman Hausherr,Daniel Zsigus,Major,Closed,Fixed,7/13/2016 12:45,12/9/2016 10:56,
Improvement,,PDFBOX-3421,Optimize float to string conversion in PDAbstractContentStream,Tilman Hausherr,Michael Doswald,Trivial,Closed,Fixed,7/13/2016 14:41,3/25/2017 18:12,
Bug,,PDFBOX-3422,PDType1AfmPfbFont with PDFBox 2,Unassigned,Philip Helger,Major,Closed,Not A Problem,7/14/2016 15:21,7/18/2016 6:31,
Bug,,PDFBOX-3423,Rendering of this PDF generate black pixels,Unassigned,Kevin Senechal,Major,Closed,Duplicate,7/18/2016 14:18,3/25/2017 18:12,
Bug,,PDFBOX-3424,Regression from 1.8.10: IOException: XREF for 171:0 points to wrong object: 173:0,Unassigned,Luis Filipe Nassif,Major,Open,Unresolved,7/18/2016 18:17,7/18/2016 18:18,
Bug,,PDFBOX-3425,"IOException: Number 'ªªªªªªªªªªªªªªªªªªªª' is getting too long, stop reading at offset 1199435",Andreas Lehmkühler,Luis Filipe Nassif,Major,Closed,Cannot Reproduce,7/18/2016 18:28,10/17/2016 14:44,
Bug,,PDFBOX-3426,ExecutionException: java.lang.ArrayIndexOutOfBoundsException: 0,Tilman Hausherr,Luis Filipe Nassif,Major,Closed,Fixed,7/18/2016 18:32,3/25/2017 18:12,
Improvement,,PDFBOX-3427,"IOException: Error reading stream, expected='endstream' actual='' at offset 430840",Unassigned,Luis Filipe Nassif,Minor,Open,Unresolved,7/18/2016 19:32,7/21/2016 23:59,
Bug,,PDFBOX-3428,Objects inherited from its parents are lost in PDFBox while copying,Unassigned,Tilman Hausherr,Major,Open,Unresolved,7/18/2016 20:31,3/25/2017 18:12,
Improvement,,PDFBOX-3429,Improve ExtractText Concurrency,Unassigned,Luis Filipe Nassif,Minor,Open,Unresolved,7/19/2016 2:02,7/26/2016 16:55,
Bug,,PDFBOX-3430,Cookbook articles missing from 2.0,Unassigned,simon steiner,Major,Open,Unresolved,7/19/2016 10:02,7/19/2016 10:02,
Bug,,PDFBOX-3431,PDFRenderer.renderImage produces black margins for scale < 1.0 or DPI < 72,Unassigned,Peter Pinnau,Major,Closed,Duplicate,7/19/2016 13:50,7/19/2016 14:07,
Improvement,,PDFBOX-3432,Optimize CID to GlyphId mapping (TTF),Tilman Hausherr,Michael Doswald,Trivial,Closed,Fixed,7/21/2016 8:46,3/25/2017 18:13,
Improvement,,PDFBOX-3433,Optimize image conversion in LosslessFactory,Tilman Hausherr,Michael Doswald,Trivial,Closed,Fixed,7/21/2016 14:22,3/25/2017 18:13,
Bug,,PDFBOX-3434,Watermark landscape pdf:s watermarks are 90 degree right rotated,Unassigned,ryuukei,Major,Closed,Not A Problem,7/21/2016 14:51,7/21/2016 16:39,
Bug,,PDFBOX-3435,Text extraction - words on same line detection failing in 2.x,Tilman Hausherr,Lee van Hooff,Major,Closed,Fixed,7/22/2016 14:17,3/25/2017 18:13,
Bug,,PDFBOX-3436,Form rendering not working properly with Thai characters,Unassigned,Raryel Costa Souza,Major,Open,Unresolved,7/26/2016 9:27,3/25/2017 18:12,
Bug,,PDFBOX-3437,No glyph for U+0219 in font ArialUnicodeMS,Unassigned,Alexandr Capatina,Blocker,Closed,Not A Problem,7/26/2016 15:29,7/26/2016 15:43,
Wish,,PDFBOX-3438,"only garbage extracted, lots of warnings ""No Unicode mapping...""",Unassigned,Oliver Steinau,Major,Closed,Won't Fix,7/26/2016 15:34,1/14/2017 6:42,
Bug,,PDFBOX-3439,DomXmpParser fails to parse date,Tilman Hausherr,Svetlozar Argirov,Major,Closed,Fixed,7/27/2016 14:10,3/25/2017 18:13,
New Feature,,PDFBOX-3440,DomXmpParser fails to parse xmp metadata with PRISM data in it,Unassigned,Svetlozar Argirov,Major,Open,Unresolved,7/28/2016 7:16,8/13/2016 11:14,
Bug,,PDFBOX-3441,NumberFormatException when loading large PDF file,Tilman Hausherr,Pavel Fol,Major,Closed,Fixed,7/28/2016 10:11,3/25/2017 18:12,
Improvement,,PDFBOX-3442,OOM for single page pdf file,Tilman Hausherr,Tim Allison,Minor,Closed,Fixed,7/29/2016 17:40,3/25/2017 18:12,
Bug,,PDFBOX-3443,"use org.apache.pdfbox.multipdf.Splitter#split(), Exception in thread ""main"" java.lang.OutOfMemoryError: GC overhead limit exceeded",Unassigned,kohdai,Major,Closed,Duplicate,7/30/2016 9:20,7/30/2016 10:38,
Improvement,,PDFBOX-3444,TextPosition PDF lower left coordinates,Unassigned,Giacomo Boccardo,Major,Open,Unresolved,8/1/2016 10:07,8/1/2016 19:04,
Bug,,PDFBOX-3445,Can not read PDF correctly,Unassigned,gopalbhalala,Major,Closed,Not A Problem,8/1/2016 16:13,8/2/2016 17:10,
Bug,,PDFBOX-3446,Infinite loop while parsing,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,8/1/2016 19:31,3/25/2017 18:12,
Bug,,PDFBOX-3447,IllegalArgumentException: Dimensions (width=99999 height=99999) are too large,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,8/1/2016 20:48,3/25/2017 18:12,
Bug,,PDFBOX-3448,NullPointerException at org.apache.pdfbox.pdmodel.common.COSArrayList.convertFloatCOSArrayToList,Tilman Hausherr,Yauheni Salopiy,Major,Closed,Fixed,8/2/2016 8:16,3/25/2017 18:12,
Bug,,PDFBOX-3449,NullPointerException at org.apache.pdfbox.pdmodel.PDPageTree.isPageTreeNode,Unassigned,Yauheni Salopiy,Major,Open,Unresolved,8/2/2016 8:27,8/2/2016 18:07,
Bug,,PDFBOX-3450,ArrayIndexOutOfBoundsException at org.apache.fontbox.cmap.CMapParser.increment,Tilman Hausherr,Yauheni Salopiy,Major,Closed,Fixed,8/2/2016 8:51,3/25/2017 18:12,
Bug,,PDFBOX-3451,IOException at org.apache.pdfbox.pdfparser.BaseParser.readLong,Unassigned,Yauheni Salopiy,Major,Open,Unresolved,8/2/2016 8:58,8/3/2016 16:34,
Bug,,PDFBOX-3452,IOException at org.apache.pdfbox.pdfparser.BaseParser.readStringNumber,Unassigned,Yauheni Salopiy,Major,Open,Unresolved,8/2/2016 9:30,8/3/2016 16:46,
Bug,,PDFBOX-3453,PDFPrintable plus PrintRequestAttributeSet breaks page size,Unassigned,Tres Finocchiaro,Critical,Closed,Not A Problem,8/2/2016 15:09,8/3/2016 20:34,
Bug,,PDFBOX-3454,Wrong color and line setting when filling a form,Unassigned,Maruan Sahyoun,Major,Closed,Duplicate,8/2/2016 20:06,12/20/2016 17:24,
Bug,,PDFBOX-3455,cos tmp file is created in linux /tmp folder,Unassigned,Jason Cui,Major,Closed,Not A Problem,8/4/2016 2:42,8/4/2016 10:44,
Bug,,PDFBOX-3456,Page Rendered as Image Incorrectly,Unassigned,George Sexton,Minor,Closed,Duplicate,8/4/2016 16:15,8/4/2016 16:44,
Bug,,PDFBOX-3457,Glyphs rendered in wrong width,Unassigned,Tilman Hausherr,Major,Open,Unresolved,8/9/2016 15:51,3/25/2017 18:13,
Improvement,,PDFBOX-3458,Using RenderingMode with PDPageContentStream,Tilman Hausherr,Juergen Uhl,Major,Closed,Fixed,8/10/2016 10:33,3/25/2017 18:12,
Improvement,,PDFBOX-3459,Move Glyph2D functionality into PDFont subclasses,John Hewson,John Hewson,Major,Resolved,Fixed,8/10/2016 16:04,3/25/2017 18:12,
Improvement,,PDFBOX-3460,Warn users not to use legacy code,John Hewson,John Hewson,Minor,Closed,Fixed,8/10/2016 19:58,3/25/2017 18:13,
Improvement,,PDFBOX-3461,Improve handling of line breaking characters when setting AcroForm field values,Maruan Sahyoun,Maruan Sahyoun,Major,Closed,Fixed,8/11/2016 16:09,3/25/2017 18:12,
Bug,,PDFBOX-3462,Certificate based encryption fails with pdfbox-app,Unassigned,Tilman Hausherr,Major,Open,Unresolved,8/11/2016 17:10,3/28/2017 11:00,
Bug,,PDFBOX-3463,XMPSchemaBasic.getLabel() always returns null,Tilman Hausherr,Svetlozar Argirov,Major,Closed,Fixed,8/13/2016 5:47,12/9/2016 10:56,
